Correct Words,Incorrect Words
myself,my_self
her,his
congratulate,cogradulate
surrounding,sorounding
hymns,hyms
discipline,descipline
eyelids,eye_lids
anything,any_thing
required,acquired
gifts,gifs
unusual,unusuoally
education,eduction
occurrence,occurence
infectious,infectous
unusually,unsually
unsatisfactory,unsatifatory
honoured,hourned
there,they
funny,funy
favourite,favourate
cannot,can_not
cheered,cherwered
enough,enogh
it's,its
schoolchildren,school_children
forget,forgot
prepared,preapered
clothes,cloths
beside,besides
stereo,sterio
suburbs,surbub
eaten,eatean
desserts,deserts
drunk,drunkard
carelessly,carelesly
guitars,guiters
how,whow
grown-up,grown_up
everybody,every_body
disease,diasease
lose,loose
faithfully,faithful
cloudy,cloudly
unlucky,unluck
what's,whats
threatened,treatened
everybody,every_body
bitten,beaten
here,her
anything,any_thing
they,the
maybe,may_be
respond,responed
seriously,serious
in_fact,infact
they,the
whether,wether
money,muny
not,note
instead,insted
bad,bady
recent,resent
storekeeper,store_keeper
every_day,everyday
no-one,no_one
mothers,mother's
buttocks,bottocks
troublesome,trouble_some
smoked,smocked
don't,dont
in_fact,infact
aunt's,aunt
relatives,relertives
enjoy,enjoye
sheep,sheeps
nobody,no_body
had,hard
don't,dont
sweet,sweetie
melodious,melodius
shake,shack
robot,robbot
talking,taking
eat,ate
every,ever
there,their
served,saved
they,then
serve,save
drunken,druked
mentally_disturbed,mental-disturb
boys,boy's
girls,girl's
allowed,aloud
cheering,sherring
ones,one's
close,close-up
no-one,no_one
someone,some-one
asleep,unsleep
interesting,interested
complaint,complement
taking,takeen
poisonous,poisoner's
surprised,suprised
approached,approched
respectful,respectiful
complexion,complection
dozy,dozing
shiny,shinny
were,where
whoever,who_ever
recent,resent
diseases,deseases
due,dew
disease,desease
especially,especial
cannot,can_not
dying,dieing
yourselves,youselves
tired,tied
fed,fade
burying,burrying
ourselves,our_selfs
sorts,souts
leaving,living
allowed,aloud
police,polic
cannot,can_not
whilst,whylist
hear,here
talking,tolking
hearing,hering
quarrelling,qurraling
concentrated,consentrat
quarrelling,qarraling
accident,acident
somewhere,some_where
injured,enjoured
see,se
injured,enjured
were,where
completely,completle
suppose,suporse
enter,entre
police,policy
a_very,avery
alive,alife
pass,pas
operate,oparates
glasses,glasess
one,on
nobody,no_body
whilst,whyliest
they,there
dirty,dattey
be,bee
supply,suppley
excitement,excitment
myself,my_self
luck,lucky
seated,sitted
departure,depature
o'clock,oclock
destruction,distruction
in_fact,infact
experience,expirience
airport,air_port
seeing,seing
plane,plain
attended,attendend
a_lot,alot
spread,spreaded
experienced,expirienced
schoolmate,school_mate
in_fact,infact
boarded,bordered
until,untill
spend,spent
mid-year,mid_year
writing,writting
cousin,cousine
handwriting,handwritting
threatened,thretened
shole-heartedly,whole_heartedly
disappointed,dissappointed
won't,wont
seems,seemes
matron,metrone
don't,dont
doubtful,doudtful
sudden,suddenely
happy,happily
can't,cant
opened,openned
everybody,every_body
entertaining,intertaining
who,how
describe,discribe
yourself,your_self
party,parted
committee,commitee
health,healty
faithfully,faithful
sit,seat
well-dressed,well_dressed
wondered,wandered
strange,strangely
everybody,every_body
nicely,nircely
happened,happenned
stomach,stomack
unbearable,unbarerably
there,the
fearful,fearfull
shocked,shoked
?crawled,crowed
sit,seat
they,there
afraid,afarid
unusual,unusually
realised,released
mother,mether
rely,realy
until,untill
anyone,any_one
part,party
well-mannered,well_mannered
prize,prise
practices,practises
temptations,tamptations
working,woking
becoming,beceming
bad-mannered,bad_mannered
show,shore
completely,competely
drunkard,drunkurd
midnight,mid-night
his,hes
flabbergasted,flaggerbasted
heard,haerd
quarrelling,qurreling
businessman,business_man
people's,peoples
caused,coused
dying,dieing
?medicine,madice
anything,any_thing
sincerely,sincieilly
party,part
they,there
someone,some_one
greedy,gred
madman,mad_man
vomit,vomite
cannot,can_not
pregnant,pregnent
diseases,dieseases
?over-excited,ever_excited
bedroom,bed-room
accompanied,acompanied
note,not
cannot,can_not
immediately,imediately
hypermarket,hyper-market
fluorescent,florescent
were,we
onwards,on_wards
liberation,lebaration
birthday,birth
served,saved
prizes,prices
were,where
sum,some
dining,dinning
a,and
ninth,nineth
writing,writting
teaspoonsful,teaspoon_full
dormitory,domitory
whatever,what_ever
outbreak,out_break
receive,recieve
response,responce
mid-year,mid_years
beat,bit
beat,beated
busy,buzy
intention,intertion
discovered,discoved
headmaster,head_master
classroom,class_room
behaviour,behavour
party,part
trouble,truble
stiffs,stuffs
prefect,prifact
concerning,concening
about,abou
without,withought
disturbance,disturbents
sent,send
responsible,respond
congratulated,congraduated
succeed,suceed
outbreak,out_break
present,prensent
getting,geting
lose,loss
know,knew
wardrobe,wardrope
wore,weared
make-up,make_ups
surprised,suprised
in_front,infront
unluckily,unlucky
illness,ill_ness
faithfully,faithful
invited,in-vited
received,recieved
accompany,acompany
every_time,everytime
talking,toking
served,saved
excited,exited
marvellous,marvelous
that,thats
after_all,after-all
health,healty
medicines,medicens
mattress,matress
part,party
nice,nicely
spread,spreaded
angel,angle
bath,birth
bathing,birthing
premises,premise
completely,complete
spent,spended
brings,brinks
pastor,pasture
dispersed,despersed
leaving,living
dining,dinning
clothes,clotehes
swam,swum
beginning,begging
groovy,groove
indicate,vindicate
held,holded
citizen's,citizens
forty,fourty
kilometres,kilometers
passengers,passangers
pompously,prompously
accelerator,eccelarater
manoeuvred,manourvred
usual,usually
procession,precession
cloud,cloudy
sluggish,sluggishing
presently,pesently
pricked,prickled
myself,my_self
?seemingly,seemly
panes,pans
decided,dicided
succeeded,succeded
electricity,electric
greeted,greated
unlucky,unluck
outbreak,out_break
prepared,prepered
following,followings
lose,loose
healthy,health
develops,develope
physically,phisically
emotionally,emotinally
environment,enviroment
bore-holes,bore_hols
dug,dig
bacteria,bactirias
available,aviliable
medicine,madicene
patient,peciont
travelling,traveling
satisfied,cerrisfied
boxing,boxen
preacher,pricher
preached,priched
rudeness,rudness
preach,prich
knocks,nocks
certain,surtan
seriously,serious
endeavour,endivour
dying,dieing
creator,creater
despite,despise
tuck-shop,turk_shop
charges,chages
everybody,every_body
a_lot,alot
supper,surper
excellent,excelent
recommending,recomending
really,realy
excellent,exccelent
recent,resent
dirt,dirty
clothes,cloth
don't,dont
other,othere
you,your
helpful,helpfull
complaint,complain
faithfully,faithful
friend,frieind
friends,freinds
kilometres,killometres
chosen,choesen
travel,travell
friend,freind
going,goin
continued,continured
reach,rich
seated,sited
boring,booring
maybe,may_be
find,found
at,a
o'clock,oclock
rode,riden
burst,blusted
that,tha
reached,riche
where,whe
gone,went
myself,my_self
saw,so
has,have
nobody,no_body
brakes,breacks
badly,bad
tied,tight
removed,romoved
struggling,strugling
easily,easly
ride,rid
wake,work
until,untill
stopped,stoped
and,at
about,abought
into,in_to
getting,geting
from,for
there,the
are,a
inquire,inquir
for,fo
assist,asist
headmaster,head_Master
headmaster's,haed_Master's
warning,woning
headmaster,head-Master
in_front,infront
teacher,teach
immediately,immedately
awfully,owfully
follow,follo
expel,exspell
behave,behavi
staff,stuffs
self-respect,self_respect
future,feature
essential,essentially
won't,wont
suddenly,suddely
drinking,driking
medicine,medicene
diseases,deases
families,familles
let's,lets
in_future,infuture
teach,teache
surprise,surprised
eaten,ate
never,ever
drunk,drank
they,there
chicken,chicken's
pupils',pupil's
robot,robbot
exciting,exctiting
attracted,attracked
sickness,sick-ness
occurred,occured
rotten,rotton
except,eccept
sometimes,sometime
dorms,dooms
care,cure
nearby,near_by
boarding-school,boarding_school
rights,rites
caned,canned
seriously,serious
couldn't,couldnot
himself,him_self
live,leave
prophesy,prophecy
hard,harb
dreamt,dreampt
join,joing
wealthy,wealth
troublesome,trouble_some
told,tolled
sit,seat
bench,banch
they,the
ended,endeed
whilst,whiles
roadside,road_side
fell,feel
some_time,sometime
got,get
treated,tread
hear,here
future,furture
mealie,meal-mill
let's,lets
beer-hall,beer_hall
sunset,sun-set
that's,thats
cannot,can_not
differentiate,differeciate
diseases,deseases
there,their
life,live
know,no
confusion,confusine
disappears,disappeares
overcomes,over_come
beautiful,beoutful
attracted,atracted
everywhere,every_where
kraal,kraolt
everybody,every_body
invitation,invitection
brought,broght
inside,in_side
invited,invaited
myself,my_self
friend's,friends
there,they
honoured,ownered
late,let
they,there
everything,every_thing
a_lot,alot
congregation,congrigation
jubilation,jubulation
really,realy
drunk,drunked
everywhere,every_were
beautiful,beoutiful
we,were
thanksgiving,thanks_giving
breathe,breath
necessary,neccessary
conquering,conquring
marvellous,mavellose
until,untill
conditions,condictions
unknown,unknow
full,fully
it's,its
these,thise
because,becout
chemicals,cemicals
fit,feet
kept,keept
condition,condiction
patients,partionts
that's,thase
patients,paitients
they,their
nurses,nursers
treatments,treatiments
don't,dont
ridiculous,rediculase
happiness,happyness
note,nate
heard,heared
inobservantly,unbservently
servants,servents
bitter,biter
deserving,diserving
deliberately,diliberately
thud,tudd
lucky,luck
travelled,travell
lunchtime,lunch_time
maybe,may_be
something,some_thing
illness,illiness
everything,every_thing
cannot,can_not
school-children,school_children
parents,perents
information,imfermation
purposely,perposely
something,some_think
grateful,greatfull
their,there
differentiate,differiciate
fulfil,fullfil
lead,led
badly,bad
besides,beside
whenever,when_ever
recent,resent
information,imformation
celebration,cellebration
level,levely
dirty,dirt
everybody,every_body
attendants,attendents
congratulate,congradulate
real,really
everyone's,every_one's
everybody,every_body
utensils,utencils
everything,every_thing
schoolchildren,school_children
too,to
forever,for_ever
cassettes,cassets
there,they
nobody,no_body
drinkers,drunkers
losing,loosing
desirable,disirable
abroad,a_broad
well-dressed,well_dressed
outside,out_side
obvious,obviously
?scattered,skatered
myself,my_self
?fearful,fierceful
assemble,assembly
quietly,quet
in_search,insearch
nonexistant,non_existing
their,there
clumsily,clumsy
man,men
touched,touchered
when,where
relieved,releaved
where,were
foodstuffs,food_stuffs
mourning,morning
passed,past
busy,buzy
nearby,near_by
stepfather,step_father
stopped,stoped
feel,fill
lose,loose
relieve,releave
in_need,inneed
benefit,benifit
dangerous,dengerous
shoulders,sande
diamond,dimes
size,sise
tennis,tenne
guard,guds
said,sent
bomb,bom
everybody,event_bold
guarding,guding
diamond,dine
had,hat
too,to
experts,expern
taken,takeing
crowded,carred
museum,mueusem
bomb,bom
scare,sker
everybody,evey_bodey
guards,gard's
who,how
guarding,garding
diamond,dimend
been,bein
stolen,stollen
thieves,thives
pretended,pertend
experts,expet's
bomb,bomm
scare,strer
guards,grad
there_had,therad
leave,lever
bomb,bomm
guards,grad
diamond,dimond
turned,tured
bomb,bomm
expert,expent
crooks,croks
diamond,dimond
bomb,bome
including,incude
guard,cuah
diamond,diamore
it,il
turned,take
who,ho
were,where
bomb,bome
experts,expere
who,ho
pinched,picth
diamond,diamore
everybody,ever_body
ran,run
including,include
guarding,gruding
diamond,dinon
